,parent_company_name,total_air_pollutants_kg
574,AMSTERDAM PRINTING & LITHO,563.814856
575,AMTEKCO INDUSTRIES INC N WASSERSTROM & SONS,2.880762792
576,AMUNEAL MANUFACTURING,0.0
577,AMUNEAL MANUFACTURING CORP,0.0
578,AMZ MANUFACTURING CORP,1132.165632
579,AN-COR INDUSTRIAL PLASTICS,6343.48412
580,ANALOG DEVICES INC,1413.9052309600002
581,ANALOGIC CORP,0.226796
582,ANAMET INC,0.0
583,ANAREN INC,102.1489184
584,ANAREN MICROWAVE INC,0.05443104
585,ANATRACE PRODUCTS LLC,3042.3322623999998
586,ANCHOR GLASS CONTAINER CORP,92.8049232
587,ANCHOR PACKAGING INC,0.0
588,ANCHOR PAINT MANUFACTURING CO INC,2250.8102262544803
589,ANCHOR SEAL,0.0
590,ANCHOR-HARVEY COMPONENTS LLC,4.53592
591,ANCO ENGINEERING INC,9.3893544
592,ANDALE READY MIX,0.5216308
593,ANDERSEN CORP,43772.285708400006
594,ANDERSON CHEMICAL CO,2.26796
595,ANDERSON DAIRY,4.53592
596,ANDERSON ERICKSON DAIRY,0.0
597,ANDERSON PRECISION INC,0.0
598,ANDREX,0.0
599,ANDRITZ (USA) INC.,1570.9297095200002
600,ANGUS CHEMICAL CO,85215.875448
601,ANHEUSER-BUSCH COS LLC,552465.11326336
602,ANHEUSER-BUSCH INBEV,69942.98828784001
603,ANHEUSERBUSCH,0.0
604,ANIKA THERAPEUTICS,5.65629224
605,ANITOX CORP,21.318824
606,ANODIZING INDUSTRIES INC,2.26796
607,ANOMATIC CORP,2173.612864
608,ANOPLATE CORP,907.184
609,ANSALDO N.V.,0.0
610,ANSEN CORP,0.907184
611,ANTAYA TECHNOLOGIES CORP,6.377503519999999
612,ANTENNAS FOR COMMUNICATIONS,3309.860824
613,ANTHONY FOREST PRODUCTS CO LLC - LAMINATING PLANT,1608.437232
614,ANTHONY WOOD TREATING INC,0.0
615,ANTOLIN HOWELL,0.0
616,ANTOLIN SPARTANBURG,113.398
617,ANUVIA PLANT NUTRIENTS CORP,2.26796
618,ANVIL INTERNATIONAL,87.6339744
619,ANVIL INTERNATIONAL LLC,3743.7533234400003
620,AOC L.L.C.,10007.146703999999
621,AOTCO METAL FINISHING CO INC,0.0680388
622,AP EMISSIONS TECHNOLOGIES INC,0.0
623,AP PLASMAN,8663.607199999999
624,APAC HOLDINGS INC,155.01053008
625,APACHE MILLS INC,231.33192
626,APACHE NITROGEN PRODUCTS INC,1955.888704
627,APALACHEE POLE CO,0.0
628,APALACHEE POLE COMPANY,10591.327840799999
629,APC PAPER CO,0.0
630,APCT ANAHEIM,0.0
631,APCT INC,0.0
632,APCT OC,0.0
633,APCT-WALLINGFORD INC,0.00907184
634,APERGY CORP,22.226008
635,APEX CHEMICAL CORP,8.164656
636,APEX ENGINEERING INTERNATIONAL LLC,0.0
637,APEX INTERNATIONAL,219.53852799999999
638,APEX INTERNATIONAL MFG,476.27160000000003
639,APEX TOOL GROUP LLC,35299.15539696
640,APEX TOOL GROUP LLC - LEXINGTON OPERATIONS,678.575446368
641,APEXICAL INC,0.0
642,APG POLYTECH HOLDING,22570.15732224
643,API GROUP INC,178.26165600000002
644,API HEAT TRANSFER,2.26796
645,API HEAT TRANSFER INC,9.525432
646,API TECHNOLOGIES,381.01727999999997
647,API US HOLDINGS INC,8290.300984
648,APLHA SYSTEMS INC,7262.461512
649,APOGEE ENTERPRISES INC,9854.068475839998
650,APOLLO COLORS INC,0.0
651,APOLLO GLOBAL MANAGEMENT LLC,4115.440216
652,APOLLO METALS LTD,6.8038799999999995
653,APOLLO OIL,0.0
654,APPALACHIAN ELECTRONIC INSTRUM ENTS INC,0.0
655,APPALACHIAN FOREST PRODUCTS LLC,0.0
656,APPALACHIAN PLASTICS INC,19707.665216
657,APPALACHIAN TIMBER SERVICES LLC,963.6108448
658,APPLE INC - KIFER 1C,0.0
659,APPLETON PROPERTY VENTURES LLC,7378.581064
660,APPLIED INDUSTRIAL COATINGS INC,10.886208
661,APPLIED MATERIAL SOLUTIONS INC,2.26796
662,APPLIED PROCESS INC,2459.829416
663,APPLIED THERMAL COATINGS INC,9.07184
664,APPVION HOLDING CORP,45043.93814848605
665,APPVION INC,13606.399223999999
666,APTARGROUP INC,217.72415999999998
667,APTIV SERVICES US LLC,0.0
668,APTUS MANUFACTURING I LLC,0.43544832
669,AQUAPHARM PCHEM LLC,202.4381096
670,AQUAWORX,6140.274904
671,AR METALLIZING,14.061352
672,ARANDELL CORP,3537.110416
673,ARAUCO N.A.,46096.740592
674,ARAUCO N.A. INC,130758.78020799998
675,ARAUCO N.A. INC.,298843.02467496
676,ARBONNE INTERNATIONAL HOLDCO INC,0.0
677,ARBORTECH FOREST PRODUCTS INC,5.896696
678,ARC GROUP WORLDWIDE INC,4941.3373090968
679,ARC-TRONICS INC,0.907184
680,ARCADIA INC,1408.4031599999998
681,ARCELORMITTAL HOLDINGS II LLC,30694.933513599997
682,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,0.0
683,ARCELORMITTAL USA INC,950.7197601599999
684,ARCELORMITTAL USA INC.,580.030996796
685,ARCELORMITTAL USA LLC,378560.778560699
686,ARCH CHEMICALS INC,1073.2023007359999
687,ARCH RESOURCES INC,7062.881031999999
688,ARCHER DANIELS MIDLAND CO,4816331.62510536
689,ARCHER DANIELS MIDLAND CO.,0.0
690,ARCHITECTURAL FIBERGLASS INC,3675.909568
691,ARCHITECTURAL SYSTEMS INC,18339.178152
692,ARCHITECTURAL WINDOW MANUFACTURING CORP,247.66123199999998
693,ARCHROMA US INC,5053.47754384
694,ARCLIN INC,59503.28264487999
695,ARCLIN LLC,79342.31263999999
696,ARCLIN US HOLDINGS LLC,6372.1511344
697,ARCO ALLOYS CORP,136.0776
698,ARCONIC,11508.962600480001
699,ARCONIC CORP,39.008912
700,ARCONIC INC,97460.78417342802
701,ARCONIC INC.,573.79388
702,ARCOS INDUSTRIES LLC,107.54666319999998
703,ARCOSA,0.0
704,ARCOSA INC,302120.3327750843
705,ARCOSA INC.,36887.80694592
706,"ARCOSA,INC",75973.67990056
707,ARCTIC SLOPE REGIONAL CORP,4165.923372668801
708,ARDAGH HOLDINGS USA INC,942970.6942222399
709,ARDENT MILLS LLC,0.0
710,ARDENT MILLS NETHERLANDS HOLDINGS B.V.,0.0
711,ARDEX,5931.1690373592
712,ARDEX LABORATORIES INC,538.413704
713,ARGO CHEMICAL INC,61.688512
714,ARGOS PUERTO RICO CORP,37963.293393857624
715,ARGOS READY MIX LLC,0.07711064000000001
716,ARGOS USA CORP,52362.40690891774
717,ARICHEM LLC,18.2343984
718,ARIENS CO,0.42864443999999996
719,ARIZONA CHEMICAL CO LLC,4161.7066
720,ARIZONA ELECTRIC POWER COOPERATIVE INC,3192.0380078223825
721,ARIZONA ENVIRONMENTAL CONTAINER CORP,20598.066312
722,ARIZONA TRANSFORMER INC,0.0
723,ARK RAMOS FOUNDRY & MANUFACTURING CO INC,0.0
724,ARKANSAS BOATS LLC,22383.858016
725,ARKANSAS ELECTRIC COOPERATIVE CORP,0.110222856
726,ARKANSAS STEEL ASSOCIATES LLC,1681.784872768
727,ARKEMA DELAWARE INC,173980.0176612516
728,ARKEMA INC,7853.038296
729,ARLA FOODS,0.0
730,ARLANXEO USA LLC,271741.7055328
731,ARLINGTON PLATING CO INC,11284.915368000002
732,ARLWIN MANUFACTURING CO INC,2305.608136
733,ARMACELL US HOLDINGS INC,596.87717688
734,ARMADA RUBBER MANUFACTURING CO,0.0
735,ARMALY SPONGE CO,0.0
736,ARMALY SPONGE CO DBA ARMALY BRANDS,10.7954896
737,ARMBRUST INTERNATIONAL,0.0
738,ARMOLOY OF OHIO INC,0.0
739,ARMORCAST PRODUCTS CO,3971.651552
740,ARMORTEX (FORMERLY SAFEGUARD SECURITY SERVICES),4195.726
741,ARMSTRONG FLOORING INC,4227.6522089976
742,ARMSTRONG INTERNATIONAL,2.05023584
743,ARMSTRONG MOLD CORP,0.0
744,ARMSTRONG WORLD INDUSTRIES INC,114785.14557092002
745,ARNESON TIMBER CO INC,0.0
746,ARNETTE POLYMERS LLC,5126.45822868
747,ARNOLD MAGNETIC TECHNOLOGIES CORP,10820.5360884152
748,ARNPRIOR AEROSPACE PORTLAND INC,0.0
749,ARNTZEN CORP,99.34118391999998
750,ARRMAZ PRODUCTS INC,689.45984
751,ARROCHEM INC,657.7084
752,ARROW ADHESIVES CO,0.453592
753,ARROW CHEMICAL CORP,0.0
754,ARROW CRYOGENICS,21914.843888
755,ARROW FABRICATED TUBING,6.8038799999999995
756,ARROW GEAR INC,0.0
757,ARROW MAGNOLIA INTERNATIONAL,0.0
758,ARROW MATERIAL HANDLING,26.462557280000002
759,ARROW SHED LLC,399.16096
760,ARROWHEAD PRECAST LLC,0.0
761,ARROWHEAD SYSTEMS INC,0.907184
762,ARSC ENERGY SERVICES OMEGA LLC,22.6796
763,ART GALVANIZING WORKS INC,258.093848
764,ARTCOBELL HOLDINGS LLC,15.422128
765,ARTEK US HOLDINGS CORP,16871.35444
766,ARTHREX INC,42.5922888
767,ARTHUR'S ENTERPRISES INC,0.0
768,ARTIFLEX MANUFACTURING LLC,6240.065144
769,ARVIN SANGO INC,610.8310729351998
770,ARVOS LJUNGSTROM LLC,4.73096456
771,ASAHI KASEI CHEMICAL CORP,0.0
772,ASAHI REFINING USA INC,419.25971223839997
773,ASAMA COLDWATER MANUFACTURING,4.0164631757376
774,ASBURY CARBONS INC,0.0453592
775,ASCEND PERFORMANCE MATERIALS HOLDINGS INC,235819.57790391427
776,ASCENSUS SPECIALTIES LLC,3352.952064
777,ASCENT AEROSPACE HOLDINGS LLC,226.796
778,ASCENTRON INC,0.0
779,ASHEVILLE-SCHOONMAKER MICA CO,13919.377703999999
780,ASHLAND FOUNDRY & MACHINE WORKS,0.00907184
781,ASHLAND GLOBAL HOLDINGS INC,3929.785010400001
782,ASHLAND INC,14097.639359999997
783,ASHLAND LLC,677870.4147146401
784,ASHLEY INDUSTRIAL MOLDING INC,9164.826360000001
785,ASHTA CHEMICALS INC,1286.386912
786,ASHTABULA RUBBER CO,20.02155088
787,ASI TECHNOLOGIES INC,0.0
788,ASK CHEMICALS LLC,1503.203888
789,ASKO INC,4.53592
790,ASKO PROCESSING INC,7874.357120000001
791,ASML US INC,0.0
792,ASPEN ACQUISITION CORP,2.26796
793,ASPEN AEROGELS INC,1917.333384
794,ASPEN SURGICAL,0.0
795,ASPEQ HEATING GROUP,0.0
796,ASPHALT INC GARDEN RIDGE,0.3329818872
797,ASPHALT INC HAROLD GREEN,0.38618822880000003
798,ASPHALT INC SPICEWOOD,0.1435165088
799,ASPHALT MATERIALS INC,0.0
800,ASPHALT OPERATING SERVICES OF CHICAGO LLC,0.6295856959999999
801,ASPHALT PRODUCTS INC,0.10432616
802,ASSA ABLOY INC,44161.943916000004
803,ASSOCIATED ASPHALT PARTNERS LLC,179.69500672000004
804,ASSOCIATED BRITISH FOODS N.A. CORP,0.0
805,ASSOCIATED BRITISH FOODS NA CORP,0.0
806,ASSOCIATED ELECTRIC COOPERATIVE INC,347073.0366308905
807,ASSOCIATED EQUIPMENT CO INC.,0.0
808,ASSOCIATED MATERIALS INC,3943.9824399999998
809,ASSOCIATED MILK PRODUCERS INC,11.3398
810,ASTEC INDUSTRIES INC,9408.27372232
811,ASTEELFLASH GROUP,2.26796
812,ASTERION LLC,0.0
813,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,30772.783508559998
814,ASTRAZENECA PHARMACEUTICALS LP,508.29519519999997
815,ASTRO CHEMICALS INC,555.2419672000001
816,"ASTRO ELECTROPLATING,INC",0.0
817,ASTRO INDUSTRIES INC,10.886208
818,ASTRO SHAPES LLC,28284.182752
819,ASTRON INC,0.0
820,ASTRONAUTICS CORP,0.0
821,ASTRONAUTICS CORP OF AMERICA,0.00453592
822,ASTRONICS CORP,7547.317288
823,ASW. PENGG LLC.,996.7230608
824,ATEK COS INC.,0.0
825,ATEK MANAGEMENT CO,1.360776
826,ATEX MANUFACTURING  INC D/B/A/ FCI SUBSEA,0.0
827,ATHENA CORP,2650.338056
828,ATKORE INTERNATIONAL,0.0
829,ATKORE INTERNATIONAL INC,57978.663317784005
830,ATLANTA MARBLE MANUFACTURING INC,3007.768552
831,ATLANTIC FOOTCARE INC,25.04281432
832,ATLAS AEROSPACE,0.0
833,ATLAS COPCO,0.0
834,ATLAS COPCO N.A. LLC,95.25431999999999
835,ATLAS EQUIPMENT SERVICES INC,0.0
836,ATLAS FOUNDRY CO INC,7.257472
837,ATLAS GALVANIZING LLC,0.453592
838,ATLAS OIL CO,0.005896696
839,ATLAS PACIFIC CORP,11.694461316839998
840,ATLAS ROOFING CORP,20.452009688
841,ATMEL CORP,13464.878519999998
842,ATMOSPHERE HEAT TREATING,1783.977336
843,ATOMIZED PRODUCTS GROUP INC,60.3730952
844,ATRO ENGINEERED SYSTEMS,2.26796
845,ATTIS BIOFUELS LLC,7.257472
846,ATW COS,0.0
847,ATWATER FEDERAL PRISON,1.360776
848,AUDUBON METALS LLC,4788.051008398094
849,AUGUSTA FIBERGLASS COATINGS INC,83033.644336
850,AUGUSTA READY MIX,0.0
851,AURIA SAINT CLAIR,0.03628736
852,AURIA SOLUTIONS,0.3175144
853,AURIA SOLUTIONS USA INC,88.89042424
854,AURIGA POLYMERS INC,40963.9615588
855,AURORA CIRCUITS INC,0.0
856,AURORA COOPERATIVE ELEVATOR CO,7827.183551999999
857,AURORA ENERGY LLC,192.3683672
858,AURORA ORGANIC DAIRY,4.53592
859,AURORA PLASTICS,3.07081784
860,AURORA SPECIALTY CHEMISTRIES,0.0
861,AURUBIS BUFFALO INC,5940.258980669511
862,AUSIMONT INDUSTRIES INC,172017.7806832
863,AUSIMONT INDUSTRIES INC.,901.9676919999999
864,AUSTEMPER INC,1334.014072
865,AUSTIN POWDER HOLDINGS CO,43625.7528128
866,AUSTIN WHITE LIME CO,0.241764536
867,AUTO ANODICS INC,0.0
868,AUTOCAST INC,141.2485488
869,AUTOKINITON US HOLDINGS INC.,276.28742311999997
870,AUTOLIV INC,113.398
871,AUTOMATED ASSEMBLY CORP,0.0
872,AUTOMATED MERCHANDISING SYSTEMS INC,2.26796
873,AUTOMATIC MACHINE PRODUCTS,0.0
874,AUTONEUM NA INC,0.0
875,AVALON PRECISION CASTING CO LLC,0.0
876,AVANTI POLAR LIPIDS INC,2341.4419040000002
877,AVANTOR PERFORMANCE MATERIALS INC,10414.47232
878,AVCARB MATERIAL SOLUTIONS,17.35896584
879,AVEDIS ZILDJIAN CO,12.9727312
880,AVERY DENNISON CORP,62202.11875751998
881,AVEVA DRUG DELIVERY SYSTEMS,1174.80328
882,AVIAGEN FEED PROCESSING UNIT,0.0
883,AVIATION REPAIR SOLUTIONS INC,0.0
884,AVIS INDUSTRIAL CORP,0.0
885,AVIVA METALS INC,1847.4802160000002
886,AVONTI KITCHEN & BATH INC,2493.395224
887,AVTEC FINISHING SYSTEMS INC,231.33192
888,AVX CORP,18.4385148
889,AW CHESTERTON CO,0.0
890,AW NORTH CAROLINA,0.0
891,AWI MANUFACTURING INC,15.063790319999999
892,AXALTA COATING SYSTEMS LLC,36450.39185100801
893,AXEL AMERICAS LLC,0.0
894,AXENS NA INC,455.85996
895,AXIALL CORP,8589.444908000001
896,AXIOM ELECTRONICS LLC,0.0
897,AXIS PIPE & TUBE LLC,0.0
898,AXIUM BNY COGENERATION PARTNERS LLC,12972.7312
899,AXON CIRCUIT INC,0.0
900,AY MCDONALD MANUFACTURING CO,776.78990776
901,AYRSHIRE ELECTRONICS MN,0.453592
902,AZCO INC,0.0
903,AZEK BUILDING PRODUCTS,585.13368
904,AZELIS US HOLDING INC.,0.0
905,AZON USA INC,0.0
906,AZZ INC,36284.091642844
907,B & B CONCRETE CO INC,0.10886208
908,B & M WOOD PRODS,0.0
909,B & W CUSTOM TRUCK BEDS INC,0.0
910,B BRAUN MEDICAL INC,1265.975272
911,B&G FOODS INC,0.0
912,B&T SHAVINGS INC,5.29795456
913,BABBITT BEARING CO INC,0.0
914,BABCOCK POWER INC,126.38433896
915,BABS FOUNDRY,78.925008
916,BACARDI CORP,0.0
917,BACHEM AMERICAS INC,426.37648
918,BACHMAN SERVICES INC AN INNOSPEC CO,1700.97
919,BADGER ALLOYS,68.39713768
920,BADGER FOUNDRY CO,33.12582376
921,BADGER METER INC,704.24240328
922,BADGER SHEET METAL WORKS,1.4514944
923,BADGER STATE ETHANOL LLC,2132.789584
924,BADGETT CORP,0.14514944
925,BAE SYSTEMS INC,10076.992614528002
926,BAERLOCHER USA,457.08919432
927,BAHR BROTHERS MANUFACTURING,3.6242000799999996
928,BAILEY-PARKS URETHANE INC,0.28122704
929,BAILLIE LUMBER CO,3.310314416
930,BAIN CAPITAL,1.1657314399999998
931,BAITY SCREW MACHINE PRODUCTS INC,6.40018312
932,BAKER HUGHES A GE CO LLC,53.26077264
933,BAKER HUGHES HOLDINGS LLC,276691.79548920644
934,BAKER HUGHES INC,24.5668602344
935,BAKER MANUFACTURING CO,310.71052
936,BALCHEM CORP,4603.468149533601
937,BALDWIN POLE & PILING CO INC,0.0
938,BALES METAL SURFACE SOLUTIONS,0.0
939,BALL CORP,1376394.7601319999
940,BALL METALPACK HOLDING LLC,54938.60944799998
941,BALLY REFRIGERATED BOXES INC,0.27669112
942,BALMAR LLC,0.0
943,BALON CORP,3661.394624
944,BALTIMORE AIRCOIL CO,8.1192968
945,BANDO USA INC,57537.691608
946,BANKER STEEL - ORLANDO,0.0
947,BANKER STEEL CO LLC,0.0
948,BANKER STEEL NEW JERSEY,0.0
949,BANNER SERVICES CORP,0.0
950,BARBE AMERICA INC,0.0
951,BARIL COATINGS USA LLC,331.12216
952,BARIUM & CHEMICALS INC,0.0
953,BARKSDALE LUMBER CO INC,0.0
954,BARNES GROUP INC,696.4608964424001
955,BARNHARDT MANUFACTURING CO,29.45278089344
956,BARRETT INDUSTRIES CORP,341.90909408377365
957,BARRICK GOLD CORP,2746.3634823999996
958,BARRIER REEF POOLS,49670.59196
959,BARRY-WEHMILLER COS INC,0.0
960,BARTON SOLVENTS INC BETTENDORF,605.091728
961,BARTON SOLVENTS INC COUNCIL BLUFFS,3064.921144
962,BARTON SOLVENTS INC DES MOINES,592.844744
963,BARTON SOLVENTS INC EL DORADO BRANCH,1614.3339279999998
964,BARTON SOLVENTS INC KANSAS CITY,1260.5321680000002
965,BARTON SOLVENTS INC WEST BEND,70.76035200000001
966,BASF COLORS  EFFECTS USA LLC,2.721552
967,BASF COLORS & EFFECTS USA LLC,16693.9772884
968,BASF CORP,2261365.613923896
969,BASIC ALUMINUM CASTINGS CO,0.0009561719359999999
970,BASIC AMERICAN FOODS,4.5359266678024
971,BASIN ELECTRIC,8657508.210098587
972,BASIN ELECTRIC POWER COOPERATIVE,259767.16470833644
973,BASIN TRANSLOAD,79.40581552
974,BASS PRO GROUP LLC,132007.51898400002
975,BASSETT FURNITURE INDUSTRIES INC,9078.5249481776
976,BATTENFELD MANAGEMENT INC,0.0
977,BATTLE LUMBER CO INC,1.6193234399999998
978,BAUT STUDIOS INC,0.0
979,BAXALTA US INC,1967.19675256
980,BAXTER INTERNATIONAL INC,30426.659948050587
981,BAY AREA CIRCUITS INC,0.000907184
982,BAY CAST - CENTER STREET PLANT,0.7711063999999999
983,BAY CAST - WEBSTER STREET PLANT,1232.63626
984,BAY VIEW INDUSTRIES,5904.860656
985,BAYER CORP,22305.840289612996
986,BAYER CROPSCIENCE LP,7783.63872
987,BAYER US,9.07184
988,BAYER US HOLDING LP,92403.98937725558
989,BAYOU CONCRETE LLC,0.26022169343119994
990,BAYOU HOLDINGS OF NEW IBERIA,6.304928799999999
991,BAYPORT POLYMERS LLC,59939.91484
992,BAYSWATER PEAKING FACILITY LLC,4373.0351128
993,BB & S TREATED LUMBER OF NE,0.0
994,BBB INDUSTRIES LLC,0.0
995,BBC BIOCHEMICAL,0.0
996,BC MATERIALS CORSICANA FACILITY,0.1255996248
997,BC MATERIALS LORENA FACILITY,0.3166525752
998,BCI BURKE CO LLC,0.0
999,BCP ACQUISITIONS LLC,42.1843735144
1000,BCS AUTOMOTIVE INTERFACE SOLUTIONS,0.6382493032
1001,BCS-AIS-MACHINE BUILDING DIV,0.0
1002,BDGN CORP DBA AMERICAN AUTOCOAT INC,808.300944
1003,BE AEROSPACE INC,92.532768
1004,BEACON INDUSTRIES INC,5.443104
1005,BEACON PARK FINISHING LLC,18.623580336
1006,BEAR METALLURGICAL CO,118.51905368000001
1007,BEASLEY FOREST PRODUCTS,0.0
1008,BEASLEY FOREST PRODUCTS INC,0.9752228
1009,BEAVER MANUFACTURING CO INC,0.24493968000000002
1010,BEAVER OIL LLC,0.0
1011,BEAVER OIL LLC -PLANT 2,0.0
1012,BEAVER VALLEY ALLOY FOUNDRY CO,569.25796
1013,BECK STEEL,2.72608792
1014,BECKER SPECIALTY CORP,2246.7772536
1015,BECKETT BRONZE CO INC,0.0
1016,BECTON DICKINSON & CO,76969.65907048
1017,BEDFORD MATERIALS CO INC,12680.617952
1018,BEDFORD REINFORCED PLASTICS INC,453.592
1019,BEDOUKIAN RESEARCH INC,35.380176000000006
1020,BEECH-NUT NUTRITION CO,0.0
1021,BEETLE PLASTICS LLC A MIDWEST COOLING TOWER CO,5125.1360079999995
1022,BEHLEN MANUFACTURING CO,0.0
1023,BEIERSDORF N.A. INC.,22.6796
1024,BEKAERT CORP,13556.960417551998
1025,BEL FUSE INC,0.0
1026,BELDEN HOLDING & ACQUISITION INC,131.74126048
1027,BELDEN INC,286.27098304
1028,BELDING TANK TECHNOLOGIES,28554.069992
1029,BELGIOIOSO CHEESE INC,0.0
1030,BELIMO AIRCONTROLS,0.0
1031,BELL LABORATORIES INC,0.0
1032,BELL LUMBER & POLE CO,4.2184056000000005
1033,BELLETECH CORP,0.0
1034,BELLEVILLE SHOE MANUFACTURING CO,4.53592
1035,BELLISIO FOODS,1451.4944
1036,BELMARK INC,11609.68724
1037,BELMONT METALS INC,59.26633072
1038,BELMONT PLATING WORKS,2018.9379920000001
1039,BELT PAVING INC,0.0
1040,BELTSERVICE CORP,7369.055632
1041,BEMIS CO INC,178843.85493976
1042,BEMIS MANUFACTURING CO PLANT B,49502.49076480001
1043,BENCHMADE KNIFE CO,2.9029888
1044,BENCHMARK,0.12700576
1045,BENCHMARK ELECTRONICS INC,6.59069176
1046,BENCO SALES INC,3197.8236
1047,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,16.797418943999997
1048,BENEKE WIRE CO,113.398
1049,BENEVENTO SAND & STONE CORP,0.12700576
1050,BENNETT HEAT TREATING & BRAZING CO INC,0.0
1051,BENNETT LUMBER PRODUCTS INC,12.70964784
1052,BENNETT TOOL & DIE LLC,0.35380176
1053,BENTELER AUTOMOTIVE CORP,478.53956000000005
1054,BENTELER STEEL/TUBE MANUFACTURING CORP,0.0
1055,BENTON FOUNDRY INC,1.66014672
1056,BERCEN CHEMICALS LLC,2580.484888
1057,BERETTA USA,0.0
1058,BERG LACQUER CO,30.94404624
1059,BERKEBILE OIL CO INC,0.0
1060,BERKLEY SCREW MACHINE PRODUCTS INC,0.0
1061,BERKSHIRE HATHAWAY,15978.318137773123
1062,BERKSHIRE HATHAWAY INC,908167.701168075
1063,BERKSHIRE HATHAWAY INC.,0.453592
1064,BERKSHIRE INVESTMENTS LLC,142.65921992
1065,BERKSHIRE PARTNERS LLC,115.66596
1066,BERNER CHEESE CORP,0.0
1067,BERNTSEN BRASS & ALUMINUM FOUNDRY INC,157.396424
1068,BERRIDGE MANUFACTURING CO,93.01357551999999
1069,BERRY GLOBAL GROUP INC,1749.504344
1070,BERRY GLOBAL INC,10301.822746799999
1071,BERRYMAN PRODUCTS INC,20760.90584
1072,BERTCH CABINET MANUFACTURING INC,3599.706112
1073,BERTCH CABINET MFG INC,14084.485192
1074,BERTRAM YACHTS LLC,3141.578192
1075,BERWIND CORP,8789.705775999999
1076,BESCAST INC,0.0
1077,BESSER CO,0.0
1078,BESSER QUINN MACHINE & FOUNDRY,0.0
1079,BEST BATH SYSTEMS,55505.058766336
1080,BEST BLOCK LLC,0.004526394568
1081,BEST CIRCUIT BOARDS DBA LONE STAR CIRCUITS,0.35833768
1082,BEST ENGINEERING SURFACE TECHNOLOGIES LLC,10405.40048
1083,BEST PETROLEUM CORP BULK TERMINAL,5272.02724128
1084,BEST SANITIZERS INC,0.0
1085,BESTWAY CONCRETE CO - FT LUPTON,0.0
1086,BESTWAY CONCRETE CO -JEFFCO,0.0
1087,BESTWAY CONCRETE CO TITAN,0.0
1088,BESTWAY CONCRETE CO-DENVER,0.0
1089,BESTWAY CONCRETE CO-LONGMONT,0.0
1090,BESTWAY CONCRETE- DALLAS,0.0
1091,BESTWAY ENTERPRISES INC,0.0
1092,BESTWELD INC,0.0
1093,BETCO CORORATION,32.205031999999996
1094,BETE FOG NOZZLE INC,122.01624799999999
1095,BETHLEHEM APPARATUS CO INC,0.70760352
1096,BETTER WAY PRODUCTS,2975.56352
1097,BETZ INDUSTRIES,492.600912
1098,BEYNON SPORTS SURFACES,13.607759999999999
1099,BG PRODUCTS INC,0.0
1100,BGM AMERICA INC,21005.84552
1101,BHARAT FORGE AMERICA,2.6535132
1102,BHC HOLDING CO,3.1615362399999998
1103,BHP INC DBA GLOBAL POWER COMPONENTS,0.0
1104,BI-QEM INC,456.9032216
1105,BIAMP,193.86975672
1106,BIAZZO DAIRY PRODUCTS INC,0.0
1107,BIC USA INC,0.0
1108,BIEWER LUMBER LLC,20961.847096
1109,BIG BEND GALVANIZING LLC,355.616128
1110,BIG GAIN INC,0.0
1111,BIG RIVER RESOURCES LLC,37815.6928848
1112,BIG RIVER STEEL LLC,7913.37510384
1113,BIG RIVERS ELECTRIC CORP,864824.6315991386
1114,BIG TEX TRAILER MANUFACTURING INC,219.99212
1115,BIMAX INC,675.4438471999999
1116,BIO HUMA NETICS INC,0.0
1117,BIO PAPPEL,138.34555999999998
1118,BIO SPRINGER NA CORP,0.0
1119,BIO-CIDE INTERNATIONAL INC,0.0
1120,BIO-RAD LABORATORIES INC,1150.56785944
1121,BIOENERGY DEVELOPMENT GROUP LLC,7175.82544
1122,BIOFIRE DIAGNOSTICS,306.628192
1123,BIOGEN INC,11.3398
1124,BIOMUNE CO,0.0
1125,BIORIGIN,226.796
1126,BIOSPECTRA BANGOR FACILITY,0.0
1127,BIOSPECTRA INC,0.0
1128,BIOURJA NEW TOWN TERMINAL LLC,364.99641055999996
1129,BIRCHWOOD POWER FACILITY,414.04784943999994
1130,BIRKO CORP,2.26796
1131,BIRLA CARBON USA INC,17907.131772
1132,BIRMINGHAM HIDE & TALLOW CO INC,707.60352
1133,BISON METAL TECHNOLOGIES,26.604077983999996
1134,BITUMAR USA INC,62.195219623199996
1135,BJB ENTERPRISES INC,0.0
1136,BLACHFORD ENTERPRISES INC,3.628736
1137,BLACK DIAMOND BLADE INC,0.0
1138,BLACK HILLS CORP,14446.454379038885
1139,BLACKFORD CAPITAL LLC,85288.450168
1140,BLACKHAWK MINING LLC,0.0
1141,BLACKSTONE ADVANCED TECHNOLOGIES LLC,2.721552
1142,BLANCHARD METALS PROCESSING CO,2.26796
1143,BLAST CLEANING TECHNOLOGIES,19.808362640000002
1144,BLASTECH MOBILE LLC,798.6394344
1145,BLAZER BOATS INC,6861.486184
1146,BLEACHTECH LLC,124.964596
1147,BLEISTAHL NA LLP,121.562656
1148,BLENDHOUSE LLC,0.0
1149,BLENTECH CORP,13.607759999999999
1150,BLEVINS ASPHALT CONSTRUCTION CO INC,907.1885359199999
1151,BLOMMER CHOCOLATE CO,775.188728
1152,BLONDER TONGUE LABORATORIES,0.19050863999999998
